,ChEMBL_ID,INCHI,SMILES,TARGETS,Name,Synonyms,Type,Max_Phase,Molecular_Weight,Bioactivities,AlogP,PSA,HBA,HBD,#RO5_Violations,#Rotatable_Bonds,Passes_Ro3,QED_Weighted,ACD_ApKa,ACD_BpKa,ACD_LogP,ACD_LogD,Aromatic_Rings,Structure_Type,Inorganic_Flag,Heavy_Atoms,HBA_Lipinski,HBD_Lipinski,#RO5_Violations_(Lipinski),Molecular_Weight_(Monoisotopic),Molecular_Formula,image_link
160,CHEMBL1794061,"InChI=1S/C16H11N3O.ClH/c17-10-12-5-4-8-14(9-12)19-16-18-11-15(20-16)13-6-2-1-3-7-13;/h1-9,11H,(H,18,19);1H",Cl.N#Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,VEGFR2,GW627834A,GW627834A,Small molecule,0,297.75,461,3.96,61.85,4,1,0,3,N,0.77,No Data,2.31,3.5,3.5,3,MOL,-1,20,4,1,0,261.0902,C16H12ClN3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1794061.svg?engine=indigo
161,CHEMBL176553,"InChI=1S/C17H16N2O3/c1-20-14-8-13(9-15(10-14)21-2)19-17-18-11-16(22-17)12-6-4-3-5-7-12/h3-11H,1-2H3,(H,18,19)",COc1cc(Nc2oc(cn2)c3ccccc3)cc(OC)c1,VEGFR2,GW631581B,GW631581B,Small molecule,0,296.33,465,4.1,56.52,5,1,0,5,N,0.77,No Data,2.36,4.38,4.38,3,MOL,-1,22,5,1,0,296.1161,C17H16N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL176553.svg?engine=indigo
162,CHEMBL192417,"InChI=1S/C16H14N2O/c1-12-6-5-9-14(10-12)18-16-17-11-15(19-16)13-7-3-2-4-8-13/h2-11H,1H3,(H,17,18)",Cc1cccc(Nc2oc(cn2)c3ccccc3)c1,VEGFR2,GW632046X,GW632046X,Small molecule,0,250.3,466,4.39,38.06,3,1,0,3,N,0.75,No Data,2.9,4.21,4.21,3,MOL,-1,19,3,1,0,250.1106,C16H14N2O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL192417.svg?engine=indigo
163,CHEMBL261849,"InChI=1S/C20H22N4O3/c1-25-16-6-3-13(4-7-16)12-27-17-8-5-14(10-18(17)26-2)9-15-11-23-20(22)24-19(15)21/h3-8,10-11H,9,12H2,1-2H3,(H4,21,22,23,24)",COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,cFMS,GW632580X,"GW2580, GW632580X",Small molecule,0,366.42,1941,2.83,105.51,7,2,0,7,N,0.66,No Data,6.97,2.13,2,3,MOL,-1,27,7,4,0,366.1692,C20H22N4O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL261849.svg?engine=indigo
164,CHEMBL1909395,"InChI=1S/C34H28ClFN4O4S.ClH/c35-30-19-26(10-13-33(30)43-21-23-5-4-6-25(36)17-23)40-34-29-18-24(9-12-31(29)38-22-39-34)32-14-11-27(44-32)20-37-15-16-45(41,42)28-7-2-1-3-8-28;/h1-14,17-19,22,37H,15-16,20-21H2,(H,38,39,40);1H",Cl.Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CNCCS(=O)(=O)c6ccccc6)cc5)cc2Cl)c1,EGFR/ErbB2,GW633459A,GW633459A,Small molecule,0,679.6,460,7.57,106.35,8,2,2,12,N,0.13,No Data,6.46,7.33,7.28,6,MOL,-1,45,8,2,2,642.1504,C34H29Cl2FN4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909395.svg?engine=indigo
165,CHEMBL1909341,"InChI=1S/C21H16N2O2.ClH/c1-3-7-16(8-4-1)20-15-22-21(25-20)23-17-11-13-19(14-12-17)24-18-9-5-2-6-10-18;/h1-15H,(H,22,23);1H",Cl.N(c1ccc(Oc2ccccc2)cc1)c3oc(cn3)c4ccccc4,VEGFR2,GW641155A,GW641155A,Small molecule,0,364.83,460,5.88,47.29,4,1,1,5,N,0.5,No Data,2.81,5.23,5.23,4,MOL,-1,25,4,1,1,328.1212,C21H17ClN2O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909341.svg?engine=indigo
166,CHEMBL196022,"InChI=1S/C13H11N3O2/c1-17-9-4-2-8(3-5-9)10-6-18-13-11(10)12(14)15-7-16-13/h2-7H,1H3,(H2,14,15,16)",COc1ccc(cc1)c2coc3ncnc(N)c23,TIE2/VEGFR2,GW642125X,GW642125X,Small molecule,0,241.25,463,2.48,74.17,5,1,0,2,N,0.75,No Data,4.86,2.04,2.04,3,MOL,-1,18,5,2,0,241.0851,C13H11N3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL196022.svg?engine=indigo
167,CHEMBL373073,"InChI=1S/C13H11N3O2/c1-17-9-4-2-8(3-5-9)11-6-10-12(14)15-7-16-13(10)18-11/h2-7H,1H3,(H2,14,15,16)",COc1ccc(cc1)c2oc3ncnc(N)c3c2,TIE2/VEGFR2,GW642138X,GW642138X,Small molecule,0,241.25,466,2.48,74.17,5,1,0,2,N,0.75,No Data,4.73,1.96,1.96,3,MOL,-1,18,5,2,0,241.0851,C13H11N3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL373073.svg?engine=indigo
168,CHEMBL1789962,"InChI=1S/C20H18N6O2/c1-28-18-9-15(7-8-17(18)27)10-23-25-19-16-11-24-26(20(16)22-13-21-19)12-14-5-3-2-4-6-14/h2-11,13,27H,12H2,1H3,(H,21,22,25)",COc1cc(C=NNc2ncnc3c2cnn3Cc4ccccc4)ccc1O,GSK3b,GW643971X,GW643971X,Small molecule,0,374.4,462,3.03,97.45,8,2,0,6,N,0.4,8.27,3.4,3.93,3.82,4,MOL,-1,28,8,2,0,374.1491,C20H18N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1789962.svg?engine=indigo
169,CHEMBL63728,"InChI=1S/C16H18N6O2/c1-10(2)22-16-12(8-20-22)15(17-9-18-16)21-19-7-11-4-5-13(23)14(6-11)24-3/h4-10,23H,1-3H3,(H,17,18,21)/b19-7+",COc1cc(\C=N\Nc2ncnc3c2cnn3C(C)C)ccc1O,GSK3b,GW644007X,GW644007X,Small molecule,0,326.36,461,2.57,97.45,8,2,0,5,N,0.55,8.28,3.81,3.4,3.25,3,MOL,-1,24,8,2,0,326.1491,C16H18N6O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL63728.svg?engine=indigo
170,CHEMBL379093,"InChI=1S/C25H17ClFN3O/c26-23-14-22(11-12-24(23)31-16-19-7-4-8-21(27)13-19)30-25-20(15-28-17-29-25)10-9-18-5-2-1-3-6-18/h1-8,11-15,17H,16H2,(H,28,29,30)",Fc1cccc(COc2ccc(Nc3ncncc3C#Cc4ccccc4)cc2Cl)c1,EGFR/ErbB2,GW651576X,GW651576X,Small molecule,0,429.88,465,5.99,47.04,4,1,1,5,N,0.4,No Data,3.57,7.01,7.01,4,MOL,-1,31,4,1,1,429.1044,C25H17ClFN3O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL379093.svg?engine=indigo
171,CHEMBL1909358,"InChI=1S/C22H24N6O3S.ClH/c1-5-32(29,30)16-7-9-20(31-4)19(13-16)24-22-23-11-10-21(25-22)28(3)15-6-8-17-14(2)26-27-18(17)12-15;/h6-13H,5H2,1-4H3,(H,26,27)(H,23,24,25);1H",Cl.CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(n2)N(C)c3ccc4c(C)n[nH]c4c3)c1,VEGFR2,GW654652C,GW654652C,Small molecule,0,489,459,3.98,113.1,8,2,0,7,N,0.43,No Data,6.17,2.5,2.48,4,MOL,-1,32,9,2,0,452.1631,C22H25ClN6O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909358.svg?engine=indigo
172,CHEMBL1909366,"InChI=1S/C23H17F4N5O4.ClH/c1-35-22(34)32-20-29-17-8-6-15(11-19(17)30-20)36-14-4-2-3-13(10-14)28-21(33)31-18-9-12(23(25,26)27)5-7-16(18)24;/h2-11H,1H3,(H2,28,31,33)(H2,29,30,32,34);1H",Cl.COC(=O)Nc1nc2cc(Oc3cccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)c3)ccc2[nH]1,TIE2/VEGFR2,GW659386A,GW659386A,Small molecule,0,539.87,459,6.34,117.37,5,4,2,5,N,0.24,10.67,5.45,4.52,4.51,4,MOL,-1,36,9,4,2,503.1217,C23H18ClF4N5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909366.svg?engine=indigo
173,CHEMBL205966,"InChI=1S/C25H18ClFN4O/c26-23-13-22(10-11-24(23)32-15-18-2-1-3-20(27)12-18)31-25-19(14-29-16-30-25)7-4-17-5-8-21(28)9-6-17/h1-3,5-6,8-14,16H,15,28H2,(H,29,30,31)",Nc1ccc(cc1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW659893X,GW659893X,Small molecule,0,444.9,465,5.57,73.06,5,2,1,5,N,0.31,No Data,3.57,5.97,5.97,4,MOL,-1,32,5,3,1,444.1153,C25H18ClFN4O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL205966.svg?engine=indigo
174,CHEMBL243907,"InChI=1S/C24H23N5O4/c1-3-15-5-4-6-17(13-15)26-23(30)25-16-7-9-18(10-8-16)33-19-11-12-20-21(14-19)28-22(27-20)29-24(31)32-2/h4-14H,3H2,1-2H3,(H2,25,26,30)(H2,27,28,29,31)",CCc1cccc(NC(=O)Nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2)c1,TIE2/VEGFR2,GW673715X,GW673715X,Small molecule,0,445.48,466,5.74,117.37,5,4,1,6,N,0.3,10.37,5.51,4.52,4.51,4,MOL,-1,33,9,4,1,445.175,C24H23N5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL243907.svg?engine=indigo
175,CHEMBL372474,"InChI=1S/C24H21FN2O4S/c1-3-32(28,29)18-11-12-22(30-2)21(14-18)27-24-26-15-23(31-24)17-8-6-7-16(13-17)19-9-4-5-10-20(19)25/h4-15H,3H2,1-2H3,(H,26,27)",CCS(=O)(=O)c1ccc(OC)c(Nc2oc(cn2)c3cccc(c3)c4ccccc4F)c1,VEGFR2,GW678313X,GW678313X,Small molecule,0,452.51,480,5.69,81.43,6,1,1,7,N,0.39,No Data,2.34,4.54,4.54,4,MOL,-1,32,6,1,1,452.1206,C24H21FN2O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL372474.svg?engine=indigo
176,CHEMBL202891,"InChI=1S/C20H16N4O/c1-25-16-7-5-14(6-8-16)19-12-15(9-11-22-19)17-13-23-24-20(17)18-4-2-3-10-21-18/h2-13H,1H3,(H,23,24)",COc1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,ALK5,GW679410X,GW679410X,Small molecule,0,328.38,465,4.21,63.69,4,1,0,4,N,0.61,8.75,4.38,3.11,3.1,4,MOL,-1,25,5,1,0,328.1324,C20H16N4O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL202891.svg?engine=indigo
177,CHEMBL517907,"InChI=1S/C23H26N4O3S/c1-3-18-7-6-8-19(15-18)27-23-21-16-20(9-10-22(21)25-17-26-23)30-13-5-4-11-24-12-14-31(2,28)29/h1,6-10,15-17,24H,4-5,11-14H2,2H3,(H,25,26,27)",CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3cccc(c3)C#C)c2c1,EGFR/ErbB2,GW680191X,GW680191X,Small molecule,0,438.55,468,3.15,93.21,7,2,0,11,N,0.35,No Data,8.2,3.89,3.04,3,MOL,-1,31,7,2,0,438.1726,C23H26N4O3S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL517907.svg?engine=indigo
178,CHEMBL1909367,"InChI=1S/C23H17F4N5O5S.ClH/c1-37-22(34)32-20-29-17-9-7-15(11-19(17)30-20)38(35,36)14-5-3-13(4-6-14)28-21(33)31-18-10-12(23(25,26)27)2-8-16(18)24;/h2-11H,1H3,(H2,28,31,33)(H2,29,30,32,34);1H",Cl.COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)(=O)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,TIE2/VEGFR2,GW680908A,GW680908A,Small molecule,0,587.94,459,5.38,142.28,6,4,2,5,N,0.25,9.55,3.93,3.62,3.62,4,MOL,-1,38,10,4,2,551.0887,C23H18ClF4N5O5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909367.svg?engine=indigo
179,CHEMBL381948,"InChI=1S/C19H13FN4/c20-15-6-4-13(5-7-15)18-11-14(8-10-22-18)16-12-23-24-19(16)17-3-1-2-9-21-17/h1-12H,(H,23,24)",Fc1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,ALK5,GW680975X,GW680975X,Small molecule,0,316.34,462,4.34,54.46,3,1,0,3,N,0.61,8.69,4.37,3.23,3.22,4,MOL,-1,24,4,1,0,316.1124,C19H13FN4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL381948.svg?engine=indigo
180,CHEMBL206544,"InChI=1S/C22H20N4/c1-15(2)16-6-8-17(9-7-16)21-13-18(10-12-24-21)19-14-25-26-22(19)20-5-3-4-11-23-20/h3-15H,1-2H3,(H,25,26)",CC(C)c1ccc(cc1)c2cc(ccn2)c3c[nH]nc3c4ccccn4,ALK5,GW682841X,GW682841X,Small molecule,0,340.43,464,5.32,54.46,3,1,1,4,N,0.55,8.77,4.39,4.7,4.7,4,MOL,-1,26,4,1,1,340.1688,C22H20N4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL206544.svg?engine=indigo
181,CHEMBL446024,"InChI=1S/C12H9F3N6/c13-12(14,15)7-17-11-16-5-3-9(20-11)8-6-19-21-10(8)2-1-4-18-21/h1-6H,7H2,(H,16,17,20)",FC(F)(F)CNc1nccc(n1)c2cnn3ncccc23,CDK2/CDK4,GW683003X,GW683003X,Small molecule,0,294.24,466,2.16,68,6,1,0,3,N,0.8,No Data,1.72,2.26,2.26,3,MOL,-1,21,6,1,0,294.0841,C12H9F3N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL446024.svg?engine=indigo
182,CHEMBL524901,"InChI=1S/C17H21N7O/c1-3-16-14(13-21-24(16)20-6-1)15-4-7-19-17(22-15)18-5-2-8-23-9-11-25-12-10-23/h1,3-4,6-7,13H,2,5,8-12H2,(H,18,19,22)",C(CNc1nccc(n1)c2cnn3ncccc23)CN4CCOCC4,CDK2/CDK4,GW683109X,GW683109X,Small molecule,0,339.4,465,1.32,80.47,8,1,0,6,N,0.68,No Data,7.29,0.94,0.7,3,MOL,-1,25,8,1,0,339.1808,C17H21N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL524901.svg?engine=indigo
183,CHEMBL1909368,"InChI=1S/C26H17F4N5O4.ClH/c27-18-9-3-14(26(28,29)30)12-20(18)34-25(37)31-15-4-6-16(7-5-15)39-17-8-10-19-21(13-17)33-24(32-19)35-23(36)22-2-1-11-38-22;/h1-13H,(H2,31,34,37)(H2,32,33,35,36);1H",Cl.Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5occc5)nc4c3)cc2)C(F)(F)F,TIE2/VEGFR2,GW683134A,GW683134A,Small molecule,0,575.91,459,7,121.28,5,4,2,6,N,0.17,9.78,4.81,5.36,5.36,5,MOL,-1,39,9,4,2,539.1217,C26H18ClF4N5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909368.svg?engine=indigo
184,CHEMBL524057,"InChI=1S/C15H16N6/c1-2-11-14(13-4-3-8-17-21(13)20-11)12-7-9-16-15(19-12)18-10-5-6-10/h3-4,7-10H,2,5-6H2,1H3,(H,16,18,19)",CCc1nn2ncccc2c1c3ccnc(NC4CC4)n3,CDK2/CDK4,GW683768X,GW683768X,Small molecule,0,280.34,464,2.32,68,6,1,0,4,N,0.79,No Data,2.85,2.32,2.32,3,MOL,-1,21,6,1,0,280.1436,C15H16N6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL524057.svg?engine=indigo
185,CHEMBL506414,"InChI=1S/C23H15ClFN3OS2/c24-18-10-16(6-7-19(18)29-12-14-3-1-4-15(25)9-14)28-22-17-11-21(20-5-2-8-30-20)31-23(17)27-13-26-22/h1-11,13H,12H2,(H,26,27,28)",Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)c5cccs5)cc2Cl)c1,EGFR/ErbB2,GW684626B,GW684626B,Small molecule,0,467.98,468,7.53,47.04,6,1,1,6,N,0.28,No Data,5.02,6.08,6.08,5,MOL,-1,31,4,1,1,467.0329,C23H15ClFN3OS2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL506414.svg?engine=indigo
186,CHEMBL181361,"InChI=1S/C16H11N5S/c17-16-21-14(12-4-1-2-8-19-12)15(22-16)13-7-6-10-11(20-13)5-3-9-18-10/h1-9H,(H2,17,21)",Nc1nc(c2ccccn2)c(s1)c3ccc4ncccc4n3,ALK5,GW693481X,GW693481X,Small molecule,0,305.37,467,3.4,77.58,6,1,0,2,N,0.61,No Data,1.97,1.37,1.37,4,MOL,-1,22,5,2,0,305.0735,C16H11N5S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL181361.svg?engine=indigo
187,CHEMBL1909415,"InChI=1S/C23H16ClFN4OS.ClH/c24-17-10-16(6-7-20(17)30-12-14-3-1-4-15(25)9-14)29-23-22-19(27-13-28-23)11-21(31-22)18-5-2-8-26-18;/h1-11,13,26H,12H2,(H,27,28,29);1H",Cl.Fc1cccc(COc2ccc(Nc3ncnc4cc(sc34)c5ccc[nH]5)cc2Cl)c1,EGFR/ErbB2,GW693881A,GW693881A,Small molecule,0,487.39,459,6.8,62.83,5,2,1,6,N,0.3,No Data,5.57,4.85,4.85,5,MOL,-1,31,5,2,1,450.0717,C23H17Cl2FN4OS,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909415.svg?engine=indigo
188,CHEMBL1909369,"InChI=1S/C23H16F4N4O4S.ClH/c1-34-22(33)31-21-30-17-9-7-15(11-19(17)36-21)35-14-5-3-13(4-6-14)28-20(32)29-18-10-12(23(25,26)27)2-8-16(18)24;/h2-11H,1H3,(H2,28,29,32)(H,30,31,33);1H",Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2s1,TIE2/VEGFR2,GW693917A,GW693917A,Small molecule,0,556.93,460,7.07,101.58,6,3,2,5,N,0.24,6.82,1.92,5.23,4.6,4,MOL,-1,36,8,3,2,520.0828,C23H17ClF4N4O4S,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909369.svg?engine=indigo
189,CHEMBL1909370,"InChI=1S/C22H18BrN5O4.ClH/c1-31-22(30)28-20-26-18-10-9-17(12-19(18)27-20)32-16-7-5-14(6-8-16)24-21(29)25-15-4-2-3-13(23)11-15;/h2-12H,1H3,(H2,24,25,29)(H2,26,27,28,30);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,TIE2/VEGFR2,GW694234A,GW694234A,Small molecule,0,532.78,460,5.94,117.37,5,4,1,5,N,0.27,10.69,5.49,4.79,4.78,4,MOL,-1,32,9,4,1,495.0542,C22H19BrClN5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909370.svg?engine=indigo
190,CHEMBL1909371,"InChI=1S/C22H19N5O4.ClH/c1-30-22(29)27-20-25-18-12-11-17(13-19(18)26-20)31-16-9-7-15(8-10-16)24-21(28)23-14-5-3-2-4-6-14;/h2-13H,1H3,(H2,23,24,28)(H2,25,26,27,29);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)ccc2[nH]1,TIE2/VEGFR2,GW694590A,GW694590A,Small molecule,0,453.89,459,5.18,117.37,5,4,1,5,N,0.36,10.71,5.53,3.84,3.83,4,MOL,-1,31,9,4,1,417.1437,C22H20ClN5O4,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909371.svg?engine=indigo
191,CHEMBL205158,"InChI=1S/C25H25N5O2/c1-2-9-26-23(3-1)25-22(18-28-29-25)20-8-10-27-24(17-20)19-4-6-21(7-5-19)32-16-13-30-11-14-31-15-12-30/h1-10,17-18H,11-16H2,(H,28,29)",C(CN1CCOCC1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,ALK5,GW695874X,GW695874X,Small molecule,0,427.51,463,3.91,76.16,6,1,0,7,N,0.48,8.74,6.36,2.28,2.24,4,MOL,-1,32,7,1,0,427.2008,C25H25N5O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL205158.svg?engine=indigo
192,CHEMBL1909372,"InChI=1S/C29H31F4N7O2.ClH/c1-39-13-15-40(16-14-39)12-2-11-34-27-36-24-10-8-22(18-26(24)37-27)42-21-6-4-20(5-7-21)35-28(41)38-25-17-19(29(31,32)33)3-9-23(25)30;/h3-10,17-18H,2,11-16H2,1H3,(H2,34,36,37)(H2,35,38,41);1H",Cl.CN1CCN(CCCNc2nc3ccc(Oc4ccc(NC(=O)Nc5cc(ccc5F)C(F)(F)F)cc4)cc3[nH]2)CC1,TIE2/VEGFR2,GW700494A,GW700494A,Small molecule,0,622.07,456,6.21,97.55,6,4,2,9,N,0.14,10.19,7.66,4.67,3.96,4,MOL,-1,42,9,4,2,585.2475,C29H32ClF4N7O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909372.svg?engine=indigo
193,CHEMBL269985,"InChI=1S/C25H23N3O3/c1-16-4-7-21(25-28-27-17(2)31-25)14-23(16)19-8-10-20(11-9-19)24(29)26-15-18-5-12-22(30-3)13-6-18/h4-14H,15H2,1-3H3,(H,26,29)",COc1ccc(CNC(=O)c2ccc(cc2)c3cc(ccc3C)c4oc(C)nn4)cc1,p38a,GW701032X,GW701032X,Small molecule,0,413.48,463,4.96,77.25,5,1,0,6,N,0.48,No Data,No Data,4.25,4.25,4,MOL,-1,31,6,1,0,413.1739,C25H23N3O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL269985.svg?engine=indigo
194,CHEMBL1909373,"InChI=1S/C23H19N5O6.ClH/c1-33-23(32)28-21-26-18-10-9-17(12-19(18)27-21)34-16-7-5-14(6-8-16)24-22(31)25-15-4-2-3-13(11-15)20(29)30;/h2-12H,1H3,(H,29,30)(H2,24,25,31)(H2,26,27,28,32);1H",Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(c4)C(=O)O)cc3)ccc2[nH]1,TIE2/VEGFR2,GW701427A,GW701427A,Small molecule,0,497.9,460,4.88,154.67,6,5,0,6,N,0.27,4.17,5.51,3.58,0.71,4,MOL,-1,34,11,5,1,461.1335,C23H20ClN5O6,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909373.svg?engine=indigo
195,CHEMBL205798,"InChI=1S/C27H20ClFN4O2/c1-18(34)32-23-7-3-4-19(13-23)8-9-21-15-30-17-31-27(21)33-24-10-11-26(25(28)14-24)35-16-20-5-2-6-22(29)12-20/h2-7,10-15,17H,16H2,1H3,(H,32,34)(H,30,31,33)",CC(=O)Nc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,EGFR/ErbB2,GW703087X,GW703087X,Small molecule,0,486.93,470,5.95,76.14,5,2,1,6,N,0.33,No Data,3.43,6.51,6.51,4,MOL,-1,35,6,2,1,486.1259,C27H20ClFN4O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL205798.svg?engine=indigo
196,CHEMBL495771,"InChI=1S/C17H19N7O/c1-2-12(1)20-17-18-6-5-14(21-17)13-11-19-24-15(13)3-4-16(22-24)23-7-9-25-10-8-23/h3-6,11-12H,1-2,7-10H2,(H,18,20,21)",C1CN(CCO1)c2ccc3c(cnn3n2)c4ccnc(NC5CC5)n4,CDK2/CDK4,GW708336X,GW708336X,Small molecule,0,337.39,467,1.6,80.47,8,1,0,4,N,0.77,No Data,3.54,1.98,1.98,3,MOL,-1,25,8,1,0,337.1651,C17H19N7O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL495771.svg?engine=indigo
197,CHEMBL402108,"InChI=1S/C24H20ClN3O2/c1-15-3-6-20(24-28-27-16(2)30-24)13-22(15)18-7-9-19(10-8-18)23(29)26-14-17-4-11-21(25)12-5-17/h3-13H,14H2,1-2H3,(H,26,29)",Cc1oc(nn1)c2ccc(C)c(c2)c3ccc(cc3)C(=O)NCc4ccc(Cl)cc4,p38a,GW708893X,GW708893X,Small molecule,0,417.9,464,5.6,68.02,4,1,1,5,N,0.46,No Data,No Data,4.95,4.95,4,MOL,-1,30,5,1,1,417.1244,C24H20ClN3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL402108.svg?engine=indigo
198,CHEMBL1909374,"InChI=1S/C28H19F4N5O3.ClH/c29-21-12-6-17(28(30,31)32)14-23(21)36-27(39)33-18-7-9-19(10-8-18)40-20-11-13-22-24(15-20)35-26(34-22)37-25(38)16-4-2-1-3-5-16;/h1-15H,(H2,33,36,39)(H2,34,35,37,38);1H",Cl.Fc1ccc(cc1NC(=O)Nc2ccc(Oc3ccc4[nH]c(NC(=O)c5ccccc5)nc4c3)cc2)C(F)(F)F,TIE2/VEGFR2,GW709042A,GW709042A,Small molecule,0,585.95,460,7.41,108.14,4,4,2,6,N,0.17,9.83,5.14,5.78,5.77,5,MOL,-1,40,8,4,2,549.1424,C28H20ClF4N5O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL1909374.svg?engine=indigo
199,CHEMBL208437,"InChI=1S/C24H20N6O/c1-2-9-26-22(3-1)24-21(16-28-29-24)19-8-10-27-23(15-19)18-4-6-20(7-5-18)31-14-13-30-12-11-25-17-30/h1-12,15-17H,13-14H2,(H,28,29)",C(Cn1ccnc1)Oc2ccc(cc2)c3cc(ccn3)c4c[nH]nc4c5ccccn5,ALK5,GW711782X,GW711782X,Small molecule,0,408.47,467,4.48,81.51,6,1,0,7,N,0.43,8.72,6.7,2.61,2.54,5,MOL,-1,31,7,1,0,408.1699,C24H20N6O,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL208437.svg?engine=indigo
200,CHEMBL257113,"InChI=1S/C20H19N3O2/c1-13-22-23-20(25-13)18-4-2-3-17(11-18)15-7-9-16(10-8-15)19(24)21-12-14-5-6-14/h2-4,7-11,14H,5-6,12H2,1H3,(H,21,24)",Cc1oc(nn1)c2cccc(c2)c3ccc(cc3)C(=O)NCC4CC4,p38a,GW734508X,GW734508X,Small molecule,0,333.39,463,3.85,68.02,4,1,0,5,N,0.77,No Data,No Data,3.65,3.65,3,MOL,-1,25,5,1,0,333.1477,C20H19N3O2,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL257113.svg?engine=indigo
201,CHEMBL477583,"InChI=1S/C23H22N2O3/c1-15-2-9-20(25-23(27)19-10-11-28-14-19)12-21(15)17-5-7-18(8-6-17)22(26)24-13-16-3-4-16/h2,5-12,14,16H,3-4,13H2,1H3,(H,24,26)(H,25,27)",Cc1ccc(NC(=O)c2cocc2)cc1c3ccc(cc3)C(=O)NCC4CC4,p38a,GW743024X,GW743024X,Small molecule,0,374.44,470,4.65,71.34,3,2,0,6,N,0.66,13.54,0.61,4.02,4.02,3,MOL,-1,28,5,2,0,374.163,C23H22N2O3,https://www.ebi.ac.uk/chembl/api/data/image/CHEMBL477583.svg?engine=indigo
